address,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"2515 BRAEBURN CIR, Ann Arbor, MI",42.230809,-83.706594,1,range_interpolation,2515,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2540 BRAEBURN CIR, Ann Arbor, MI",42.230405,-83.706276,1,range_interpolation,2540,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 12I, Ann Arbor, MI",42.277975,-83.742331,1,rooftop,555,"E William St 12I",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"555 E WILLIAM ST 25H, Ann Arbor, MI",42.277976,-83.74225,1,rooftop,555,"E William St 25H",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"1620 DURANGO DR, Ann Arbor, MI",42.262019,-83.78063,1,range_interpolation,1620,"Durango Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2380 JONATHAN CT, Ann Arbor, MI",42.230439,-83.710451,1,range_interpolation,2380,"Jonathan Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3406 BRAEBURN CIR, Ann Arbor, MI",42.233812,-83.708787,1,range_interpolation,3406,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3165 BRAEBURN CIR, Ann Arbor, MI",42.234476,-83.708968,1,range_interpolation,3165,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1050 WALL ST 8C, Ann Arbor, MI",42.287201,-83.73475,1,rooftop,1050,"Wall St",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Semcog
"3262 CHELSEA CIR, Ann Arbor, MI",42.238046,-83.714484,1,range_interpolation,3262,"Chelsea Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"585 LANDINGS BLV, Ann Arbor, MI",42.290213,-83.794801,1,range_interpolation,585,"Landings Blvd",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 17A, Ann Arbor, MI",42.278059,-83.742578,1,rooftop,555,"E William St 17A",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2327 SHADOWOOD DR, Ann Arbor, MI",42.232774,-83.713607,1,range_interpolation,2327,"Shadowood Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 10H, Ann Arbor, MI",42.277976,-83.74225,1,rooftop,555,"E William St 10H",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2605 Braeburn Cir, Ann Arbor, MI",42.234379,-83.708671,0.9,range_interpolation,2605,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3265 BRAEBURN CIR, Ann Arbor, MI",42.234658,-83.70814,0.9,range_interpolation,3265,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2209 HEMLOCK CT, Ann Arbor, MI",42.232961,-83.710261,1,range_interpolation,2209,"Hemlock Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 10B, Ann Arbor, MI",42.27806,-83.742496,1,rooftop,555,"E William St 10B",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2669 ARROWWOOD TRL, Ann Arbor, MI",42.308747,-83.730087,1,range_interpolation,2669,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2382 Arrowwood Trl, Ann Arbor, MI",42.307659,-83.733546,1,range_interpolation,2382,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2412 Arrowwood Trl, Ann Arbor, MI",42.307872,-83.733156,1,range_interpolation,2412,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3331 BRAEBURN CIR, Ann Arbor, MI",42.233335,-83.708832,0.9,range_interpolation,3331,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3168 BRAEBURN CIR, Ann Arbor, MI",42.234587,-83.708451,1,range_interpolation,3168,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3221 BRAEBURN CIR, Ann Arbor, MI",42.234649,-83.708277,0.9,range_interpolation,3221,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2783 Arrowwood Trl, Ann Arbor, MI",42.307605,-83.729112,1,range_interpolation,2783,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2611 BEACON HILL ST, Ann Arbor, MI",42.251686,-83.70621,1,rooftop,2611,"Beacon Hill St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Semcog
"2655 BRAEBURN CIR, Ann Arbor, MI",42.231519,-83.707312,1,range_interpolation,2655,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 5J, Ann Arbor, MI",42.277974,-83.742413,1,rooftop,555,"E William St 5J",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"3275 BRAEBURN CIR, Ann Arbor, MI",42.234659,-83.708108,0.9,range_interpolation,3275,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3304 WILLIAMSBURG DR, Ann Arbor, MI",42.236134,-83.696161,0.6,range_interpolation,3304,"Williamsburg Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2817 ARROWWOOD TRL, Ann Arbor, MI",42.307218,-83.729512,1,range_interpolation,2817,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2940 Braeburn Cir, Ann Arbor, MI",42.234301,-83.708803,1,range_interpolation,2940,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"617 N FOURTH AV, Ann Arbor, MI",42.285971,-83.747379,1,rooftop,617,"N 4th Ave",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"3103 BRAEBURN CIR, Ann Arbor, MI",42.234027,-83.709061,1,range_interpolation,3103,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2312 JONATHAN CT, Ann Arbor, MI",42.23128,-83.711127,1,range_interpolation,2312,"Jonathan Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2822 BRAEBURN CIR, Ann Arbor, MI",42.234656,-83.708229,1,range_interpolation,2822,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2521 KEYSTONE LN, Ann Arbor, MI",42.262368,-83.780487,1,range_interpolation,2521,"Keystone Ln",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"3028 Braeburn Cir, Ann Arbor, MI",42.234811,-83.707965,1,range_interpolation,3028,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3091 Williamsburg Dr, Ann Arbor, MI",42.235871,-83.696118,0.6,range_interpolation,3091,"Williamsburg Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2489 PACKARD ST, Ann Arbor, MI",42.249656,-83.721415,1,range_interpolation,2489,"Packard St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"2977 Braeburn Cir, Ann Arbor, MI",42.234152,-83.709045,1,range_interpolation,2977,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2799 Braeburn Cir, Ann Arbor, MI",42.2323,-83.708367,1,range_interpolation,2799,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 10F, Ann Arbor, MI",42.278064,-83.74217,1,rooftop,555,"E William St 10F",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2879 Braeburn Cir, Ann Arbor, MI",42.232907,-83.709034,1,range_interpolation,2879,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3175 BRAEBURN CIR, Ann Arbor, MI",42.233265,-83.708969,1,range_interpolation,3175,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2602 ADRIENNE DR, Ann Arbor, MI",42.269061,-83.782375,1,range_interpolation,2602,"Adrienne Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2518 Arrowwood Trl, Ann Arbor, MI",42.308788,-83.732116,1,range_interpolation,2518,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3225 Braeburn Cir, Ann Arbor, MI",42.234654,-83.708265,0.9,range_interpolation,3225,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2620 ADRIENNE DR, Ann Arbor, MI",42.26886,-83.782373,1,range_interpolation,2620,"Adrienne Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2215 Hemlock Ct, Ann Arbor, MI",42.232835,-83.710276,1,range_interpolation,2215,"Hemlock Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3063 Williamsburg Dr, Ann Arbor, MI",42.234393,-83.695404,0.6,nearest_rooftop_match,3001,"Williamsburg Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,Semcog
"2218 HEMLOCK CT, Ann Arbor, MI",42.232785,-83.710584,1,range_interpolation,2218,"Hemlock Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 23F, Ann Arbor, MI",42.278064,-83.74217,1,rooftop,555,"E William St 23F",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"3111 WILLIAMSBURG DR, Ann Arbor, MI",42.235748,-83.696272,0.6,range_interpolation,3111,"Williamsburg Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2565 Braeburn Cir, Ann Arbor, MI",42.230941,-83.706649,1,range_interpolation,2565,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2446 ARROWWOOD TRL, Ann Arbor, MI",42.308197,-83.732712,1,range_interpolation,2446,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2674 Arrowwood Trl, Ann Arbor, MI",42.308478,-83.729909,1,range_interpolation,2674,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2856 BRAEBURN CIR, Ann Arbor, MI",42.234658,-83.708141,1,range_interpolation,2856,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"537 N MAIN ST, Ann Arbor, MI",42.286112,-83.748546,1,rooftop,537,"N Main St",,,"Ann Arbor",MI,"Washtenaw County",48103,US,Semcog
"3100 CHELSEA CIR, Ann Arbor, MI",42.240464,-83.715325,1,range_interpolation,3100,"Chelsea Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3073 WILLIAMSBURG DR, Ann Arbor, MI",42.235197,-83.697026,0.6,range_interpolation,3073,"Williamsburg Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2876 Braeburn Cir, Ann Arbor, MI",42.23466,-83.70809,1,range_interpolation,2876,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"631 E UNIVERSITY AVE, Ann Arbor, MI",42.274037,-83.735612,1,range_interpolation,631,"E University Ave",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"3056 WILLIAMSBURG DR, Ann Arbor, MI",42.234393,-83.695404,0.61,nearest_rooftop_match,3001,"Williamsburg Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,Semcog
"2339 ARROWWOOD TRL, Ann Arbor, MI",42.307749,-83.734455,1,range_interpolation,2339,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2245 HEMLOCK CT, Ann Arbor, MI",42.232205,-83.710348,1,range_interpolation,2245,"Hemlock Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3421 3431 Norwood St, Ann Arbor, MI",42.247785,-83.691123,1,rooftop,3431,"Norwood St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2757 Arrowwood Trl, Ann Arbor, MI",42.307925,-83.728963,1,range_interpolation,2757,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 5G, Ann Arbor, MI",42.277977,-83.742168,1,rooftop,555,"E William St 5G",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"3269 PLATT RD, Ann Arbor, MI",42.241421,-83.699885,1,range_interpolation,3269,"Platt Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3183 BRAEBURN CIR, Ann Arbor, MI",42.233617,-83.709122,1,range_interpolation,3183,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1050 WALL ST 3E, Ann Arbor, MI",42.287201,-83.73475,1,rooftop,1050,"Wall St",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Semcog
"1050 WALL ST 9B, Ann Arbor, MI",42.287201,-83.73475,1,rooftop,1050,"Wall St",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Semcog
"2817 BRAEBURN CIR, Ann Arbor, MI",42.232413,-83.708591,1,range_interpolation,2817,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3107 Williamsburg Dr, Ann Arbor, MI",42.23574,-83.696271,0.6,range_interpolation,3107,"Williamsburg Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3041 Braeburn Cir, Ann Arbor, MI",42.233297,-83.709131,1,range_interpolation,3041,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2667 ARROWWOOD TRL, Ann Arbor, MI",42.308737,-83.73011,1,range_interpolation,2667,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2341 ARROWWOOD TRL, Ann Arbor, MI",42.307749,-83.73443,1,range_interpolation,2341,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3060 WILLIAMSBURG DR, Ann Arbor, MI",42.234393,-83.695404,0.6,nearest_rooftop_match,3001,"Williamsburg Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,Semcog
"3314 COLUMBUS CT, Ann Arbor, MI",42.289279,-83.79565,1,range_interpolation,3314,"Columbus Ct",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"3219 Braeburn Cir, Ann Arbor, MI",42.234647,-83.708283,0.9,range_interpolation,3219,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1431 NATALIE LN, Ann Arbor, MI",42.293127,-83.683172,1,range_interpolation,1431,"Natalie Ln",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3104 Williamsburg Dr, Ann Arbor, MI",42.234917,-83.696867,0.6,range_interpolation,3104,"Williamsburg Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 7A, Ann Arbor, MI",42.278059,-83.742578,1,rooftop,555,"E William St 7A",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"1445 WISTERIA DR, Ann Arbor, MI",42.258468,-83.731749,1,range_interpolation,1445,"Wisteria Dr",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"3274 CHELSEA CIR, Ann Arbor, MI",42.23803,-83.714187,1,range_interpolation,3274,"Chelsea Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3113 LAKEHAVEN DR, Ann Arbor, MI",42.286005,-83.697695,1,rooftop,3113,Lakehaven,,,"Ann Arbor",MI,"Washtenaw County",48105,US,Washtenaw
"2579 BRAEBURN CIR, Ann Arbor, MI",42.231062,-83.70692,1,range_interpolation,2579,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"501 E ANN ST, Ann Arbor, MI",42.282433,-83.743047,1,range_interpolation,501,"E Ann St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"3123 BRAEBURN CIR, Ann Arbor, MI",42.234476,-83.708968,1,range_interpolation,3123,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3093 Williamsburg Dr, Ann Arbor, MI",42.235709,-83.696268,0.6,range_interpolation,3093,"Williamsburg Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2314 ARROWWOOD TRL, Ann Arbor, MI",42.307454,-83.734755,1,range_interpolation,2314,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 12L, Ann Arbor, MI",42.277972,-83.742576,1,rooftop,555,"E William St 12L",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2306 Arrowwood Trl, Ann Arbor, MI",42.307456,-83.734853,1,range_interpolation,2306,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3211 BRAEBURN CIR, Ann Arbor, MI",42.234637,-83.708307,0.9,range_interpolation,3211,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2412 LAURELWOOD CIR, Ann Arbor, MI",42.232676,-83.71309,1,range_interpolation,2412,"Laurelwood Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2970 BIRCH HOLLOW DR, Ann Arbor, MI",42.238644,-83.721471,1,range_interpolation,2970,"Birch Hollow Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1210 WISTERIA DR, Ann Arbor, MI",42.258381,-83.735061,1,range_interpolation,1210,"Wisteria Dr",,,"Ann Arbor",MI,"Washtenaw County",48104,US,"TIGER/Line® dataset from the US Census Bureau"
"3377 BRAEBURN CIR, Ann Arbor, MI",42.233622,-83.708821,0.9,range_interpolation,3377,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2337 JONATHAN CT, Ann Arbor, MI",42.231487,-83.710266,1,range_interpolation,2337,"Jonathan Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"555 E WILLIAM ST 11E, Ann Arbor, MI",42.278063,-83.742251,1,rooftop,555,"E William St 11E",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"3444 CHELSEA CIR, Ann Arbor, MI",42.238046,-83.714494,1,range_interpolation,3444,"Chelsea Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2483 LAURELWOOD CIR, Ann Arbor, MI",42.233022,-83.711686,1,range_interpolation,2483,"Laurelwood Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3116 3124 Wolverine Dr, Ann Arbor, MI",42.23697,-83.697846,0.9,range_interpolation,3116,"Wolverine Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"3405 3415 Norwood St, Ann Arbor, MI",42.247639,-83.691824,1,rooftop,3415,"Norwood St",,,"Ann Arbor",MI,"Washtenaw County",48104,US,Washtenaw
"2775 ARROWWOOD TRL, Ann Arbor, MI",42.307715,-83.729031,1,range_interpolation,2775,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2663 ADRIENNE DR, Ann Arbor, MI",42.268811,-83.781878,1,range_interpolation,2663,"Adrienne Dr",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"2814 BRAEBURN CIR, Ann Arbor, MI",42.234662,-83.708245,1,range_interpolation,2814,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2373 Arrowwood Trl, Ann Arbor, MI",42.307816,-83.733864,1,range_interpolation,2373,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"2705 BRAEBURN CIR, Ann Arbor, MI",42.231835,-83.707641,1,range_interpolation,2705,"Braeburn Cir",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"531 LONG SHORE DR B, Ann Arbor, MI",42.291978,-83.741229,1,rooftop,531,"Long Shore Dr A",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Washtenaw
"2760 LAKEHURST LA, Ann Arbor, MI",42.312101,-83.712644,1,rooftop,2760,"Lakehurst Ln",,,"Ann Arbor",MI,"Washtenaw County",48105,US,Semcog
"2275 HEMLOCK CT, Ann Arbor, MI",42.231936,-83.710959,1,range_interpolation,2275,"Hemlock Ct",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"1620 GENEVA RD, Ann Arbor, MI",42.262097,-83.781585,1,range_interpolation,1620,"Geneva Rd",,,"Ann Arbor",MI,"Washtenaw County",48103,US,"TIGER/Line® dataset from the US Census Bureau"
"3060 3070 Wolverine Dr, Ann Arbor, MI",42.236937,-83.698103,0.9,range_interpolation,3060,"Wolverine Dr",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
"2356 ARROWWOOD TRL, Ann Arbor, MI",42.307476,-83.734021,1,range_interpolation,2356,"Arrowwood Trl",,,"Ann Arbor",MI,"Washtenaw County",48105,US,"TIGER/Line® dataset from the US Census Bureau"
"3346 Williamsburg Dr, Ann Arbor, MI",42.236573,-83.696407,0.6,range_interpolation,3346,"Williamsburg Rd",,,"Ann Arbor",MI,"Washtenaw County",48108,US,"TIGER/Line® dataset from the US Census Bureau"
